vin,car_model,car_mk,car_model_yyyy,color,created_at,num
JH4KB16597C411142,Elantra,Hyundai,,,2021-08-02 11:41:20,36.705
1G4HP52K334961517,Montana,Pontiac,2002,Pink,2021-06-06 18:14:24,
WBALM7C57BE043366,Cube,Nissan,2012,Turquoise,2021-09-23 13:29:35,68.441
3GYFK66N54G059356,Sonic,Chevrolet,2012,Puce,2021-03-06 22:27:47,46.104
WAUUL78E88A711773,3500,GMC,1999,Crimson,2021-06-12 03:21:47,
WBAVB13516P744250,Cooper Clubman,MINI,2012,Goldenrod,2021-03-14 20:39:32,73.204
1G6AA5RX0F0804356,Mustang,Ford,,,2021-11-15 07:48:05,
W04GX5GV3B1023868,Firefly,Pontiac,1986,Mauv,2021-03-08 17:25:48,89.657
4JGBF2FE9AA207368,Caliber,Dodge,2012,Yellow,2021-03-05 07:56:31,
WAUSFAFL0BA143507,Corvette,Chevrolet,1958,Mauv,2021-08-16 21:20:07,
WVWED7AJ0AW456590,Daewoo Kalos,Pontiac,,,2021-05-25 20:34:30,58.59
2G4WD552871254653,Familia,Mazda,1991,Purple,2021-08-28 01:20:21,9.71
WBA6A0C5XDD959030,Murciélago,Lamborghini,2004,Purple,2021-07-15 23:10:48,20.136
WAUMK98K19A556490,Spectra,Kia,2008,Green,2021-03-25 02:21:51,
WAURVAFA4AN696863,Summit,Eagle,1995,Aquamarine,2021-12-26 14:07:21,
KNADH4A37A6893130,3500,GMC,,,2021-12-04 21:05:55,61.653
JN8AS5MT6DW632489,Park Avenue,Buick,1998,Turquoise,2021-02-15 03:05:57,56.491
WAUDH94F26N391920,Highlander,Toyota,2003,Pink,2021-05-17 18:50:54,60.506
3GYFNJE68BS296888,Sonoma Club Coupe,GMC,1993,Violet,2021-05-03 14:14:05,71.348
2T1BU4EE4BC913538,Versa,Nissan,2012,Fuscia,2021-01-12 23:37:02,11.809
1HGCR2E56FA310659,Cougar,Mercury,2002,Green,2021-04-03 06:36:37,78.683
WAUWFAFH3AN464090,GS,Lexus,2000,Turquoise,2021-02-03 21:31:36,41.786
WA1WKBFP1BA243019,R-Class,Mercedes-Benz,2006,Goldenrod,2021-08-27 00:26:00,10.399
JH4DC53003C508245,RL,Acura,2012,Puce,2021-11-12 03:14:00,
WAUBH74F38N617770,Range Rover,Land Rover,2003,Green,2021-10-30 18:05:31,70.828
JN8AF5MR7FT524590,Murciélago,Lamborghini,2006,Aquamarine,2021-02-02 15:51:58,64.811
JA32X8HWXEU813937,330,BMW,2005,Khaki,2021-12-29 07:28:51,87.113
WBA3D3C55EK006945,Expo,Mitsubishi,1993,Aquamarine,2021-04-18 19:50:25,
5UXZV4C53BL602138,xD,Scion,2012,Yellow,2021-09-09 16:53:39,55.865
5YMGY0C54BL930796,RX,Lexus,2002,Crimson,2021-11-15 01:07:31,43.397
3D73Y3CL3BG422796,300SL,Mercedes-Benz,1993,Crimson,2021-02-27 01:50:54,17.197
3N1CE2CP9FL542604,Frontier,Nissan,2001,Puce,2021-11-16 02:16:38,32.739
1GD020CGXBF476917,Camaro,Chevrolet,1982,Yellow,2021-07-20 01:43:45,29.801
WAUHF98P87A353059,Touareg 2,Volkswagen,2009,Khaki,2021-07-18 08:35:12,2.892
WAUDH48H38K880524,Dakota Club,Dodge,1999,Khaki,2021-10-10 05:13:06,10.574
5XXGM4A72DG142831,626,Mazda,2001,Violet,2021-06-23 15:48:03,59.603
1D7CW3GK5AS845037,Jimmy,GMC,1999,Mauv,2021-04-05 02:48:18,86.41
1GYEC63T03R292720,E250,Ford,2008,Turquoise,2021-04-14 10:59:36,
JTDKN3DU3B0047552,VUE,Saturn,2004,Yellow,2021-08-07 11:58:14,64.235
WP0AA2A93CS480554,Commander,Jeep,2010,Maroon,2021-09-06 19:11:28,61.677
JH4KB16627C468114,F250,Ford,1997,Turquoise,2021-10-08 22:44:17,26.103
1N4AL2AP3AC870138,Allante,Cadillac,1992,Orange,2021-05-27 01:34:45,50.337
2C3CDXJG9FH303552,A6,Audi,,,2021-03-25 01:25:39,94.883
5UXFE43589L625914,Ram,Dodge,1994,Yellow,2021-11-08 00:22:59,15.223
WBA3B9G57FN368522,Outlook,Saturn,2010,Orange,2021-09-08 01:36:46,
1N6AD0CW8FN334746,Stratus,Dodge,1998,Puce,2021-01-06 09:12:08,13.575
WBAEB53528C972615,Ram 3500,Dodge,2006,Fuscia,2021-12-28 05:23:24,96.778
SCBZU25E11C459021,Bronco,Ford,1994,Puce,2021-05-10 18:25:25,78.25
WVGAV7AX7AW748894,Colt,Dodge,1992,Indigo,2021-11-09 21:19:39,7.127
4T1BF1FK5EU096466,Equator,Suzuki,2009,Violet,2021-11-21 06:30:43,90.421
WAUUL98E26A072024,RX,Lexus,2005,Purple,2021-02-19 16:02:27,98.472
SCBBP9ZA1BC123458,Savana 1500,GMC,,,2021-06-08 01:12:25,77.927
5FRYD4H2XGB638089,Caprice,Chevrolet,1994,Red,2021-03-19 04:58:23,92.288
2G4GS5EC4B9084269,Fleetwood,Cadillac,1994,Pink,2021-11-21 10:58:12,27.647
5TDBW5G1XES428813,RX-8,Mazda,2007,Crimson,2021-02-20 20:02:46,68.054
WAULD54B24N600597,Miata MX-5,Mazda,2005,Teal,2021-08-08 15:33:57,93.155
1G6DM5EV6A0876129,Eldorado,Cadillac,1992,Fuscia,2021-07-22 07:19:28,99.463
2HNYD18725H616620,S90,Volvo,1998,Orange,2021-06-01 11:35:03,
3GYFNDEY3AS510669,Thunderbird,Ford,2004,Teal,2021-11-04 07:49:47,42.752
SALFP2BNXBH811280,Rendezvous,Buick,2004,Maroon,2021-06-03 18:22:15,53.897
1C3CDZAB4EN235036,Maxima,Nissan,2001,Puce,2021-12-20 11:42:53,81.776
2G4WC552X71837650,ZDX,Acura,2011,Blue,2021-05-23 05:27:53,96.89
WAUHF78PX8A578671,Aerostar,Ford,1996,Goldenrod,2021-03-14 04:34:21,88.834
JN8AE2KP1F9196809,Safari,Pontiac,1987,Fuscia,2021-09-25 23:19:24,80.434
3D7JV1EP1BG993580,Bonneville,Pontiac,1993,Crimson,2021-11-08 19:21:29,10.424
SAJWJ0FF4F8525383,62,Maybach,2005,Green,2021-10-09 16:27:31,48.598
WAUDG98EX6A190701,Cougar,Mercury,1970,Blue,2021-10-31 13:12:14,
JTHBE5C23B5266962,MDX,Acura,2002,Goldenrod,2021-06-19 16:41:20,
3N1CN7AP7DL198543,Spectra,Kia,2000,Indigo,2021-07-07 06:50:52,6.386
2T1BU4EE3DC153055,LS,Lexus,1995,Green,2021-07-13 15:53:23,60.716
1GYEC63828R186398,Cavalier,Chevrolet,1994,Turquoise,2021-07-29 21:36:40,5.194
1LNHL9DR4BG973864,Grand Am,Pontiac,2002,Teal,2021-07-05 20:17:33,20.682
WAUWFAFR9BA700100,Tahoe,Chevrolet,2011,Indigo,2021-03-05 22:07:35,22.154
JTJHY7AX6F4026276,Supra,Toyota,1992,Green,2021-08-05 15:12:06,60.675
5N1AA0NCXAN022074,Sable,Mercury,2002,Aquamarine,2021-07-07 08:49:01,35.97
JH4KA96592C006277,Stratus,Dodge,,,2021-11-10 08:57:28,
JH4DC54876S897528,E-Series,Ford,2002,Orange,2021-07-09 13:37:30,86.886
WAULH54B41N287553,Express,Chevrolet,2011,Orange,2021-03-06 16:00:59,
3D73M3HL5AG922395,2500,Chevrolet,,,2021-10-16 19:59:37,
JTHDU1EF7A5792076,Lynx,Mercury,1987,Orange,2021-05-22 10:19:37,31.045
1VWAS7A39FC458561,I,Infiniti,2000,Purple,2021-10-14 00:26:40,
WBAEN33485E781154,Savana 1500,GMC,,,2021-02-18 00:48:54,12.734
WAUMFAFL5CN439609,NSX,Acura,,,2021-04-27 17:41:45,
5UXFH0C58AL459852,G-Class,Mercedes-Benz,2002,Green,2021-09-19 13:05:44,37.328
1D7CE5GK5AS275197,F150,Ford,2003,Blue,2021-11-09 10:48:02,
1NXBU4EE8AZ532238,X3,BMW,2005,Puce,2021-07-15 09:03:07,
1J4AA2D10AL008660,S4,Audi,2001,Violet,2021-05-15 12:02:00,75.768
YV140MAB6F1134680,Sable,Mercury,2009,Red,2021-10-24 20:35:30,
WP0AA2A96CS915261,Brat,Subaru,1987,Fuscia,2021-01-11 23:56:34,30.11
2D4RN4DE6AR606385,Viper,Dodge,,,2021-02-24 11:20:09,19.643
WVGAV3AX4DW719169,Legacy,Subaru,2010,Goldenrod,2021-12-28 22:05:54,56.514
WBAKG1C55CJ675873,Quattroporte,Maserati,2012,Blue,2021-09-05 19:22:50,
WVWAN7AN7DE518771,Sable,Mercury,1987,Mauv,2021-01-15 01:37:24,39.842
1FMJK1H59CE469897,Yukon XL 2500,GMC,2002,Blue,2021-12-06 17:09:23,
TRUWT28N521154526,Terraza,Buick,2007,Green,2021-02-25 11:31:18,26.358
SCBLE37G46C446830,S2000,Honda,2006,Maroon,2021-02-22 08:45:44,
WVWAA7AJ3CW765609,rio,Volkswagen,1999,Turquoise,2021-04-18 04:32:44,
1N4AL2AP9BN628007,Sonata,Hyundai,1996,Pink,2021-12-26 05:19:33,57.505
WBSDX9C57CE182949,Neon,Dodge,1998,Maroon,2021-02-03 02:54:34,31.375
1FMEU2DE7AU688030,SL-Class,Mercedes-Benz,2009,Puce,2021-07-15 06:50:07,64.052
WAUKFBFL8EA524547,Suburban 2500,GMC,1993,Violet,2021-11-10 05:07:33,96.746
4A31K5DF5AE852565,Corvette,Chevrolet,1954,Maroon,2021-04-29 04:24:54,22.438
1FTKR1AD4BP575845,Mountaineer,Mercury,2003,Khaki,2021-05-15 16:44:30,20.726
2T1BU4EE8DC469700,del Sol,Honda,1994,Yellow,2021-12-24 14:08:52,36.845
1GT3C0BGXAF971360,Taurus,Ford,1989,Teal,2021-06-24 02:41:18,36.464
19UUA76537A154797,Highlander,Toyota,2011,Fuscia,2021-08-18 05:56:30,6.472
WAUXD68D72A761065,90,Audi,1990,Khaki,2021-12-23 15:19:41,85.978
1G6AB5RA8D0785674,Stratus,Dodge,,,2021-03-19 15:46:17,3.338
WAULT58E62A918248,DB9,Aston Martin,2011,Puce,2021-07-21 16:06:10,
1C4RDJDG4EC511516,Grand Voyager,Plymouth,1996,Purple,2021-10-28 04:47:33,82.787
WP0AB2A83CS483278,Mariner,Mercury,2008,Maroon,2021-12-02 16:37:24,9.962
5GALRCED4AJ075846,Tracer,Mercury,1995,Blue,2021-04-25 19:45:18,88.495
WAUFEAFM8AA566248,Accent,Hyundai,2008,Puce,2021-11-13 15:15:54,65.899
JTDKTUD33ED848997,Frontier,Nissan,2005,Green,2022-01-01 16:45:23,57.933
WDDHF2EB9DA420014,Sorento,Kia,2007,Maroon,2021-09-19 23:06:22,
3VWML7AJ4DM955229,Coupe GT,Audi,1985,Fuscia,2021-01-21 05:06:13,
1C4AJWAG2FL344369,TL,Acura,2010,Pink,2021-11-20 05:41:58,74.632
SAJWA6BU1F8094086,Miata MX-5,Mazda,2003,Maroon,2021-07-19 02:05:24,48.592
1G6AB5RX3E0722715,Continental,Lincoln,1988,Turquoise,2021-01-15 10:16:36,16.829
2T1BU4EE5DC508761,B-Series,Mazda,1992,Violet,2021-05-26 16:03:43,13.592
1GYS4CEF2CR301746,RVR,Mitsubishi,1993,Crimson,2021-04-18 00:27:06,20.02
WP0CA2A89AS626906,CR-V,Honda,2002,Teal,2021-02-12 11:46:35,90.392
2G4GT5GX4F9953083,Lancer,Mitsubishi,2007,Mauv,2021-05-15 05:10:30,
WP1AB2A24FL845799,F-Series,Ford,2009,Violet,2021-03-20 14:27:18,33.092
JN1CV6FE3CM954553,S-Class,Mercedes-Benz,2002,Khaki,2021-04-19 00:29:04,
WAUHF78P78A428016,G,Infiniti,1999,Green,2021-01-28 03:37:56,
WAUJT54B42N118852,F-Series,Ford,2004,Crimson,2021-02-02 12:45:26,71.349
4T1BD1FK4EU061858,RL,Acura,1996,Mauv,2021-04-02 04:20:55,97.449
5N1AA0NC6BN923377,G-Series G30,Chevrolet,1993,Purple,2021-01-10 01:10:35,85.436
WBADX7C54BE193060,Sportage,Kia,2002,Aquamarine,2021-06-08 18:43:47,4.782
JTJHY7AX3B4518841,Odyssey,Honda,2011,Green,2021-04-01 10:15:58,22.082
1FTKR1AD8BP562113,F250,Ford,2000,Crimson,2021-02-24 02:49:21,60.986
3C6TD5PT1CG487523,Passat,Volkswagen,1990,Pink,2021-07-30 16:20:30,73.79
1D4RE3GG3BC218340,R8,Audi,2010,Khaki,2021-11-15 19:24:12,41.807
5NPEB4AC5DH242694,Sportvan G30,Chevrolet,1993,Crimson,2021-11-20 18:21:21,
WBAUP7C5XAV505817,Land Cruiser,Toyota,,,2021-05-16 19:18:38,
1FMJU1G54AE303795,CTS-V,Cadillac,2009,Orange,2021-12-17 12:38:08,20.641
WAUEH54B91N120002,Expedition,Ford,2010,Blue,2021-10-01 10:41:53,
WDDEJ7EB7BA531737,Mustang,Ford,2008,Purple,2021-05-28 15:00:49,18.756
WAUDK78T98A173229,TundraMax,Toyota,2012,Mauv,2021-06-26 07:29:30,
3VW467AT0DM122696,Ranger,Ford,2011,Blue,2021-06-23 21:24:04,11.164
3D73Y4EL6AG514826,Land Cruiser,Toyota,2005,Purple,2021-07-26 23:14:25,65.928
1GKS2FFJ8BR315847,STS-V,Cadillac,2009,Red,2021-10-30 05:14:33,
WA1YL54B65N334699,Outlander,Mitsubishi,,,2021-11-23 10:51:52,68.229
5N1AR2MM3FC753284,rio,Volkswagen,1999,Yellow,2021-12-19 10:05:43,69.434
1FMJK1G50EE534477,Sportage,Kia,2007,Purple,2021-04-08 07:38:56,
KMHGH4JF3BU514563,EX,Infiniti,,,2021-12-19 18:39:23,50.219
1GKUCHE08AR618250,Colorado,Chevrolet,2011,Khaki,2021-12-19 19:27:55,23.817
3VW517AT1EM023602,Topaz,Mercury,1991,Orange,2021-12-10 17:17:46,
SCFEFBBC2AG424409,rio,Volkswagen,2002,Mauv,2021-05-30 08:16:38,13.505
3C3CFFBR3DT034117,Mustang,Ford,1994,Mauv,2021-05-29 05:27:14,52.438
4T1BF1FK2FU911949,Aries,Dodge,1981,Khaki,2021-01-20 01:42:58,39.334
WAUJT64B93N115887,Savana 3500,GMC,1997,Pink,2021-11-15 10:24:38,15.898
WBAEN33413P908912,xB,Scion,2011,Maroon,2021-04-28 03:37:12,
JHMGE8G33DC594777,Arnage,Bentley,2006,Fuscia,2021-09-01 16:44:49,79.589
WP0AB2A8XCU501473,V12 Vantage,Aston Martin,2011,Pink,2021-09-24 13:12:27,25.776
2C3CCAKG1EH015571,Riviera,Buick,1987,Aquamarine,2021-12-20 05:35:55,96.014
1FMCU0F76DU770250,Eldorado,Cadillac,1998,Yellow,2021-06-12 09:13:02,54.443
WAUFMAFC9FN168928,X5,BMW,2004,Blue,2021-09-23 17:42:06,
1G6KE57Y93U645362,TL,Acura,1999,Crimson,2021-10-24 19:06:13,
WBA3N7C50EK900615,Express 3500,Chevrolet,2005,Fuscia,2021-12-04 01:02:11,61.238
1G6KF57924U950371,CTS,Cadillac,2004,Pink,2021-04-10 13:58:09,74.459
WAUKF98E27A674552,911,Porsche,2004,Turquoise,2021-03-12 08:57:40,41.404
WBAUU3C55CA497251,207,Peugeot,2006,Puce,2021-12-22 01:18:36,90.204
JH4CU2F40CC640623,Legend,Acura,,,2021-08-20 14:02:14,4.547
19XFB2E51CE774998,Yukon XL 1500,GMC,2004,Teal,2021-09-12 15:52:30,74.339
WAUFFAFL5BN329392,V12 Vantage,Aston Martin,,,2021-07-01 08:37:59,71.492
JN8AZ2KRXAT454178,JUKE,Nissan,2011,Blue,2021-01-18 13:23:29,64.197
KMHEC4A42DA750811,Viper,Dodge,2005,Mauv,2021-02-22 12:44:23,34.87
1HGCP2E3XAA089452,Celica,Toyota,1994,Red,2021-04-28 10:38:45,3.837
WAUKF98E57A792580,SLK-Class,Mercedes-Benz,2002,Khaki,2021-01-26 01:40:51,46.941
WAUDH68D41A987151,Vitara,Suzuki,2004,Orange,2021-12-23 18:21:30,76.915
1FMEU6DE1AU651269,Type 2,Volkswagen,1990,Green,2021-08-03 23:27:44,27.917
WBA3R5C57EF140474,Brooklands,Bentley,2010,Green,2021-07-31 14:53:07,
4T3BA3BB1EU142107,2500,Chevrolet,1992,Turquoise,2021-02-20 07:19:36,60.035
3VWJX7AJ4AM289976,Prizm,Geo,1995,Mauv,2021-02-12 23:41:20,31.397
3D7JB1EK4BG058406,Suburban 2500,Chevrolet,,,2021-09-11 08:56:32,
3VWML7AJ7BM273071,Tribeca,Subaru,2012,Yellow,2021-08-21 15:14:58,
1G6AH5S35E0010244,R-Class,Mercedes-Benz,,,2021-04-01 12:50:25,43.786
19XFB2F29CE298388,Crown Victoria,Ford,2001,Orange,2021-09-05 17:06:26,
WAUKF78E46A961085,Avalon,Toyota,,,2021-01-26 00:08:51,5.574
JTHBL5EF2E5898507,Navigator,Lincoln,2000,Goldenrod,2021-04-18 22:28:04,4.611
1G6YV36A885130244,Boxster,Porsche,1999,Orange,2021-08-16 16:21:33,70.514
SCBDC4BL4AC583392,Aventador,Lamborghini,2012,Crimson,2021-03-31 11:36:13,66.336
WBALL5C59EJ568612,Mazda6,Mazda,2006,Orange,2021-04-10 17:14:59,30.689
YV4852CZ6B1343304,Tacoma,Toyota,1999,Blue,2021-04-30 06:55:34,31.325
WDDNG7BB0BA564050,CX-9,Mazda,2008,Fuscia,2021-08-17 02:56:27,20.511
KMHTC6AD7CU095934,Rally Wagon 3500,GMC,1993,Fuscia,2021-04-16 01:38:51,
WBXPA93414W793992,RS6,Audi,2003,Fuscia,2021-01-30 17:23:22,
2HNYD18893H029272,Flex,Ford,2009,Red,2021-11-20 17:22:03,12.615
19UUA8F33EA317563,Forenza,Suzuki,2008,Turquoise,2021-05-20 11:36:32,14.976
SALFR2BN9AH585919,911,Porsche,1987,Indigo,2021-12-25 13:19:09,95.877
2G4GU5GV7C9546737,VS Commodore,Holden,1995,Purple,2021-04-14 16:51:26,62.667
3N1AB6AP2CL748210,Supra,Toyota,1994,Khaki,2021-05-02 12:51:46,
3D7JB1EPXBG071091,Corvette,Chevrolet,2012,Orange,2021-02-15 08:13:59,94.529
WBAPH7C57BA573351,Safari,GMC,1993,Puce,2021-06-13 13:41:36,
JH4CU2E85DC892115,SX4,Suzuki,2009,Green,2021-07-05 09:55:45,65.934
1N6AA0CH6FN060831,Leganza,Daewoo,1999,Red,2021-12-04 18:39:33,
1FTMF1E87AK895218,Legacy,Subaru,1990,Maroon,2021-01-30 05:57:09,46.788
WBAKG1C54DJ973669,Civic,Honda,1990,Green,2021-07-12 03:17:28,53.144
1N6AA0CJ8FN649785,Altima,Nissan,1999,Red,2021-07-16 22:51:49,15.261
2G4GS5EV3C9896830,Range Rover,Land Rover,2002,Purple,2021-12-21 19:18:31,50.26
4USBU33538L291412,Concorde,Chrysler,2003,Blue,2021-09-17 04:11:52,
19UUB2F3XFA135385,Catera,Cadillac,1998,Teal,2021-07-08 15:42:33,76.883
1GD22ZCG2CZ682021,530,BMW,2004,Green,2021-04-24 23:16:47,14.1
KM8NU4CC9CU901447,Firebird,Pontiac,1992,Orange,2021-03-21 02:02:28,23.289
1FTEW1C89FF113993,S-Class,Mercedes-Benz,1994,Blue,2021-07-20 03:57:11,
5J6TF3H58FL626877,GTO,Pontiac,1969,Red,2021-06-14 14:26:46,79.529
SAJWA4FC7EM933086,Arnage,Bentley,2009,Violet,2021-04-25 20:23:40,72.26
WA1WMBFE6FD865872,M-Class,Mercedes-Benz,2005,Khaki,2021-12-03 23:35:19,66.039
YV440MBD6F1653487,DTS,Cadillac,2010,Yellow,2021-11-26 23:14:55,81.213
2C4RDGCG1CR598946,Yukon XL 2500,GMC,2005,Puce,2021-07-11 20:19:31,55.916
1FTWW3CY7AE871555,Aurora,Oldsmobile,1997,Mauv,2021-02-14 16:42:16,63.847
WAUMGBFLXCA763391,Golf,Volkswagen,1995,Pink,2021-04-03 02:23:38,38.895
YV1672MK0B2187805,Silverado 3500,Chevrolet,2007,Red,2021-01-22 10:57:15,40.52
3TMJU4GN7CM649393,Colt,Dodge,1993,Blue,2021-05-21 08:07:03,
1FTEW1CM1BF454862,Escalade,Cadillac,2006,Green,2021-08-30 04:47:44,56.048
WAU2GBFCXDN266925,Celica,Toyota,2000,Mauv,2021-09-20 07:50:15,54.744
W04G15GV2B1490992,XC90,Volvo,2013,Orange,2021-12-14 16:43:28,81.477
3FADP4AJ0CM801403,Yukon XL 1500,GMC,2012,Red,2021-11-26 11:33:22,
KMHDB8AE2CU360612,S-Class,Mercedes-Benz,1992,Yellow,2021-08-11 01:50:56,
WBAYB6C53FD629273,Murciélago,Lamborghini,2003,Crimson,2021-02-09 08:14:14,72.175
WBABD53496P903267,Ranger,Ford,1991,Yellow,2021-04-23 14:45:06,
WAUVFAFH5AN099536,Continental Flying Spur,Bentley,2011,Blue,2021-06-16 03:53:55,
SCFAB22341K674130,F150,Ford,2003,Fuscia,2021-06-14 00:59:54,
JM1GJ1T65F1882139,A4,Audi,,,2021-10-14 21:19:01,30.951
WAUKGAFB0BN593316,Caprice,Chevrolet,1977,Aquamarine,2021-07-27 13:19:11,2.564
JM1CW2BL9F0313202,E-Class,Mercedes-Benz,2012,Crimson,2021-02-15 00:56:50,7.206
4T3BA3BB8DU630436,Pathfinder,Nissan,1996,Indigo,2021-10-05 13:00:54,29.416
2GKALMEK4E6026584,Tacoma Xtra,Toyota,2001,Puce,2021-01-06 06:09:03,
KNADH5A38A6583655,Torrent,Pontiac,2009,Aquamarine,2021-10-07 06:45:45,
JTEBU5JR0A5161276,Discovery,Land Rover,2012,Khaki,2021-02-03 08:48:39,83.182
WA1AV94L77D063799,Century,Buick,1999,Yellow,2021-09-21 00:53:56,
WAUBF48H38K150500,S-Class,Mercedes-Benz,2008,Turquoise,2021-08-23 09:53:58,65.28
KNDJN2A27E7073947,Savana 1500,GMC,2007,Turquoise,2021-02-14 10:19:01,2.649
5N1AA0ND5FN691966,LTD,Ford,1986,Orange,2021-02-13 23:48:25,44.813
1G4HK5ESXBU365975,G-Series G20,Chevrolet,1993,Goldenrod,2021-04-03 07:54:53,
5UXFG8C53BL348984,CC,Volkswagen,2009,Teal,2021-12-19 04:12:32,
1N4AA5AP5AC365645,Legend,Acura,1989,Crimson,2021-04-18 18:39:22,
WP0CB2A8XFS466541,200,Audi,1990,Red,2021-03-25 15:16:12,2.136
WP0CB2A8XFK813639,Arnage,Bentley,2009,Purple,2021-06-01 19:24:39,90.604
2C3CDXCT4DH192481,Sequoia,Toyota,2010,Yellow,2021-11-17 02:55:35,
1FMEU3DE4AU661292,Wrangler,Jeep,1998,Yellow,2021-12-02 23:33:32,
5TFBY5F12AX268717,Compass,Jeep,2011,Khaki,2021-01-03 18:17:49,8.197
WVGAV7AX6BW683067,Civic,Honda,,,2021-11-19 02:05:10,94.402
WBABD53416P943102,Daewoo Lacetti,Suzuki,2007,Indigo,2021-05-29 09:08:20,19.006
JHMZF1C48BS157033,Sonoma,GMC,2003,Orange,2021-10-26 17:46:15,31.652
19VDE3F30EE156536,98,Oldsmobile,1993,Khaki,2021-01-20 09:26:41,87.063
5N1BA0ND6FN346823,Sportvan G30,Chevrolet,1996,Fuscia,2021-12-29 13:27:22,22.073
WAUXF98KX9A286256,Malibu,Chevrolet,2006,Red,2021-10-19 13:27:23,86.163
WAUFFAFL0AA519171,Ram,Dodge,1994,Turquoise,2021-05-24 21:04:14,
1FTEW1CM6BK094107,Sienna,Toyota,2003,Pink,2021-05-12 21:49:09,57.939
19UUA76667A986661,Accord,Honda,2007,Turquoise,2021-11-13 12:09:09,40.263
YV1672MC1AJ255140,Mazda6,Mazda,2011,Goldenrod,2021-05-24 06:06:09,
WVGAV7AX0BW444999,Ram 3500 Club,Dodge,1996,Mauv,2021-06-17 17:16:18,14.529
WBAKE5C52CJ742281,Lancer,Mitsubishi,2002,Yellow,2021-10-06 10:34:17,28.795
WBA3B9C58FP292304,Tahoe,Chevrolet,,,2021-07-29 16:42:42,35.269
SAJWA2GT3EM179056,SL-Class,Mercedes-Benz,2011,Aquamarine,2021-03-02 17:04:27,58.397
WAULF78K19N567194,Taurus,Ford,1988,Orange,2021-07-21 20:31:57,18.097
WAUWFAFL1BA219799,RL,Acura,2012,Blue,2021-09-12 09:34:33,82.702
1YVHZ8BH7D5615528,IS-F,Lexus,2008,Orange,2021-05-23 03:35:45,
5UXFB53555L272525,B-Series Plus,Mazda,1993,Turquoise,2021-03-28 10:23:48,33.065
2B3CA7CW1AH048317,Jetta,Volkswagen,2008,Green,2021-05-20 23:57:21,9.457
4T1BF3EK2AU139863,Stealth,Dodge,1992,Indigo,2021-06-27 21:47:35,30.092
WAUFFAFL6FN179220,Talon,Eagle,1993,Blue,2021-02-09 14:17:09,
3GTXCYEJ1AG564808,Continental,Bentley,2005,Indigo,2021-07-27 14:42:13,
W04GU5GC4B1519463,M3,BMW,1996,Pink,2021-07-22 00:36:23,82.181
JN8AZ2NC2C9542438,Prelude,Honda,1986,Teal,2021-05-06 19:26:48,
JTDZN3EU3E3724650,Navigator,Lincoln,2010,Maroon,2021-05-09 15:04:11,17.221
3N1CN7AP5EL950323,Continental,Lincoln,1987,Fuscia,2021-06-03 19:20:27,24.079
WAUGFAFC9DN023738,Ranger,Ford,,,2021-11-28 01:07:00,30.616
3C4PDDBG8FT617453,6000,Pontiac,1986,Orange,2021-02-20 11:49:10,54.137
WBAAN37451N655921,Chariot,Mitsubishi,1994,Blue,2021-01-23 05:36:15,14.613
WAUAFAFLXEA129131,Dakota Club,Dodge,2004,Yellow,2021-05-04 20:34:35,45.558
3GYFNEE30ES332672,MDX,Acura,2003,Purple,2021-12-05 22:33:36,
JHMZE2H34BS915197,Jetta,Volkswagen,1990,Mauv,2021-02-15 07:37:57,69.169
KNADM4A33D6283421,Starion,Mitsubishi,,,2021-11-25 23:16:27,
5GADV23L85D490855,Colt Vista,Plymouth,1994,Indigo,2021-04-08 10:32:11,
1G6AB5SX7E0665400,LeSabre,Buick,1991,Teal,2021-08-14 20:47:12,43.046
ML32A3HJ8FH752014,Achieva,Oldsmobile,1993,Violet,2021-11-29 22:48:17,
2T1BU4EE1CC689615,600SEL,Mercedes-Benz,1992,Green,2021-06-10 08:45:45,37.011
5TFBW5F10BX854680,RL,Acura,2000,Green,2021-04-08 18:12:42,25.316
4A31K5DF8BE637165,Quattroporte,Maserati,2005,Goldenrod,2021-07-15 22:22:29,40.206
YV426MDA9F2438642,Evora,Lotus,2010,Maroon,2021-02-19 00:55:23,78.608
JN1AZ4EH9EM370012,Odyssey,Honda,1999,Green,2021-04-24 17:40:39,9.155
1G6AT5SX5E0989393,Alliance,Renault,1983,Goldenrod,2021-10-11 17:24:31,39.286
2HNYD18833H334380,Tempo,Ford,1990,Red,2021-09-23 04:12:54,
3N1CE2CP6EL054435,SLK-Class,Mercedes-Benz,2012,Khaki,2021-09-09 18:58:14,52.892
5N1CR2MN0EC151166,Envoy XUV,GMC,2005,Pink,2021-02-09 17:43:08,
SCFEFBAC9AG772368,XT,Subaru,1989,Khaki,2021-10-29 10:19:04,37.41
1D7RV1CT0BS870381,Explorer,Ford,1994,Indigo,2021-02-13 23:01:25,79.341
1D4RE5GG1BC298068,LeMans,Pontiac,1992,Aquamarine,2021-02-26 05:50:39,82.537
1GYS3CEF1BR356870,F350,Ford,,,2021-10-03 17:19:16,66.824
WAUJT54B54N431525,G,Infiniti,,,2021-12-08 14:48:40,
WBAVM1C5XEV740461,D250 Club,Dodge,1992,Turquoise,2021-12-14 19:55:22,85.822
NM0KS9BN1BT489412,Camaro,Chevrolet,,,2021-01-24 12:49:08,70.798
WUALNAFG1EN430240,MKX,Lincoln,2011,Goldenrod,2021-08-24 08:51:53,
