vin,car_model,car_mk,car_model_yyyy,color,created_at,num
1FTEX1CM8CF077218,Grand Prix,Pontiac,1968,Turquoise,2021-05-03 09:34:22,49.516
WAUHGAFC7FN574173,Sonoma,GMC,1995,Blue,2021-09-21 03:38:37,14.368
WAUEL94F86N441500,Legacy,Subaru,,,2021-10-27 05:50:26,
55SWF4JB1FU099789,SC,Lexus,2010,Puce,2021-03-02 12:52:29,
JTEBU5JR0A5676892,57,Maybach,,,2021-08-25 20:09:13,
WAUML54B94N285269,Firebird,Pontiac,1987,Khaki,2021-06-22 15:14:17,58.084
1G6DK5ED5B0157193,Forenza,Suzuki,2005,Violet,2021-05-22 19:14:35,85.865
1G6KD57Y89U726218,DeVille,Cadillac,2005,Violet,2021-07-20 04:00:35,75.61
JN8AZ2NC8C9318199,Lanos,Daewoo,2001,Purple,2021-11-16 15:30:29,90.593
WA1VYAFE3AD380639,Vandura 2500,GMC,1994,Green,2021-12-31 19:10:53,79.983
5UXFG2C54CL085046,V8,Audi,1994,Blue,2021-03-27 18:42:11,
1D4PU4GK0AW694479,Pacifica,Chrysler,2006,Fuscia,2021-07-26 09:11:11,30.228
WAUHF78P58A394366,Stratus,Dodge,2006,Red,2021-03-05 22:20:26,
1G6YV36A185476779,Celica,Toyota,1976,Turquoise,2021-03-19 17:54:45,28.552
1GYFK33239R030289,W126,Mercedes-Benz,1983,Aquamarine,2021-11-01 02:09:27,27.218
WAUEF78E57A493415,Murciélago,Lamborghini,2002,Green,2021-02-16 04:00:01,36.382
WDDEJ9EB8DA242154,Grand Vitara,Suzuki,2010,Yellow,2021-12-13 03:20:29,66.755
WBAAV33491F127590,E350,Ford,2005,Mauv,2021-10-07 11:49:24,20.859
WBA3C3C51FP805547,Eldorado,Cadillac,1998,Crimson,2021-08-20 03:35:53,55.729
4JGDA2EB6CA085232,STS,Cadillac,2008,Khaki,2021-11-07 00:45:00,91.959
WBADX7C53DE853771,D250,Dodge,1992,Turquoise,2021-02-17 04:17:00,47.453
SCBGH3ZA0FC229681,Freelander,Land Rover,2003,Mauv,2021-10-21 06:27:59,
1GYS3FEJ4BR801267,88,Oldsmobile,1992,Orange,2021-08-27 04:48:33,54.863
WBA5M2C52ED290199,Taurus,Ford,1992,Yellow,2021-09-28 20:59:39,
3GYFNKE66BS432165,Leone,Subaru,1986,Red,2021-09-27 21:50:10,
WAUHE78P89A555412,Sunfire,Pontiac,2002,Aquamarine,2021-04-10 21:35:32,85.915
WBAKF3C57CJ923104,Spyder,Maserati,,,2021-10-12 12:41:31,
5N1AN0NW5DN622472,RS4,Audi,2007,Goldenrod,2021-07-18 16:06:22,2.923
WAUSF98E77A352988,Tracker,Chevrolet,2002,Violet,2021-07-17 15:13:46,9.168
KMHDB8AE0BU411832,Grand Marquis,Mercury,,,2021-12-26 22:39:39,55.692
5NPDH4AE0CH943248,Concorde,Chrysler,1996,Pink,2021-11-13 16:32:35,28.465
4JGBB9FBXBA102835,Freelander,Land Rover,,,2021-10-26 19:22:19,
SCFEBBAK7BG632615,Taurus,Ford,2011,Goldenrod,2021-08-18 00:05:03,
1G6KH5E63BU226561,New Yorker,Chrysler,1994,Red,2021-05-14 17:36:13,
1G4HA5EM5AU569747,7 Series,BMW,2011,Pink,2021-08-07 21:44:33,
1G6DE5E50C0757315,Century,Buick,,,2021-02-27 09:23:31,83.67
WBANE73536C902864,Patriot,Jeep,2011,Yellow,2021-11-22 11:17:37,75.901
WVGAV7AX7CW325378,Civic,Honda,,,2021-01-09 11:19:27,11.832
WBA3B1C52EP413263,Sonata,Hyundai,2011,Violet,2021-06-25 04:48:26,27.743
JN8AE2KP4C9116558,Mazda3,Mazda,2005,Green,2021-10-19 08:38:53,77.217
WAUBVAFA9AN704621,MX-3,Mazda,1996,Teal,2021-10-10 05:45:11,
WBAVA33557F093243,Gallardo,Lamborghini,2010,Green,2021-05-24 14:16:50,79.895
SCFEBBBK5EG984871,Colt,Plymouth,1993,Crimson,2021-10-20 06:22:12,
WVWAP7AN6DE572024,TT,Audi,2003,Turquoise,2021-09-07 20:07:52,
1FMJK1G53BE228482,Express 2500,Chevrolet,2001,Green,2021-07-01 23:31:56,50.566
1GYEE437780645564,940,Volvo,1994,Purple,2021-11-06 18:31:35,69.172
1HGCR2F33DA464045,GTO,Pontiac,1964,Khaki,2021-04-07 21:47:49,65.53
WAUEF78E18A747798,Avenger,Dodge,2011,Puce,2021-09-07 18:52:38,54.487
1FMJU1J51AE007139,Corvette,Chevrolet,1996,Orange,2021-05-02 03:25:43,
JN8AZ1MU2DW378034,CR-V,Honda,,,2021-11-27 16:10:53,23.422
WBA3A5G59CN420935,Corvette,Chevrolet,1988,Puce,2021-02-21 23:02:09,3.804
WBA3C3C59DF375639,Sunbird,Pontiac,1986,Yellow,2021-10-07 20:52:23,3.05
1N6AA0CH7FN357574,Town Car,Lincoln,2004,Aquamarine,2021-01-13 23:29:45,50.972
WBAVS135X8F895743,3500,Chevrolet,1999,Fuscia,2021-01-22 22:34:26,90.038
JTDKN3DP2C3181110,Firebird,Pontiac,1987,Turquoise,2021-02-06 09:52:27,96.851
WAUFFAFL0FN396861,F250,Ford,2008,Fuscia,2021-12-05 08:49:24,3.469
ZHWGU5BR6EL855505,626,Mazda,1993,Crimson,2021-09-03 04:23:06,74.939
WBAPH5C52BA061632,Corrado,Volkswagen,1991,Orange,2021-03-05 08:14:31,59.096
5J6TF1H38FL429789,Ram 2500,Dodge,,,2021-09-07 00:39:01,
JN1CV6FE1DM026497,V8,Audi,1991,Green,2021-08-18 16:37:48,66.97
JTDJTUD37ED127948,G8,Pontiac,2008,Red,2021-05-23 08:54:00,
1GYS3BEF2BR948594,Durango,Dodge,2011,Fuscia,2021-06-08 14:41:36,27.334
WBA3A5C59DJ671856,Insight,Honda,2000,Pink,2021-09-03 20:51:16,72.353
JN1AV7AR1FM887155,4000s,Audi,1985,Violet,2021-03-17 05:09:28,14.096
1FTEX1CW8AK109042,Savana 1500,GMC,,,2021-08-09 09:36:22,
3GYEK62N56G460071,Suburban 1500,GMC,1993,Pink,2021-06-23 17:20:33,
SALVP2BG5FH767255,Alcyone SVX,Subaru,1993,Maroon,2021-04-30 01:09:23,
3N1CN7AP6EK643975,Camry,Toyota,2004,Khaki,2021-04-30 16:49:06,
2C3CDYBT3CH345440,645,BMW,2004,Aquamarine,2021-07-27 10:35:17,60.219
1FBNE3BL9CD805753,Land Cruiser,Toyota,1992,Green,2021-07-06 06:31:33,38.345
5FRYD3H26GB072510,Cooper Clubman,MINI,2008,Pink,2021-01-17 15:42:02,42.578
WAUJC68E25A419383,Amanti,Kia,2004,Maroon,2021-09-12 19:21:30,38.968
1FTSW2A58AE053186,Contour,Ford,1995,Green,2021-06-19 15:07:15,33.764
WA1CFBFP1DA227042,Sequoia,Toyota,,,2021-12-13 22:50:43,33.348
WA1LGBFE3BD382571,Windstar,Ford,2002,Aquamarine,2021-11-19 06:38:21,15.143
WAUPFAFM4AA246796,Previa,Toyota,1992,Maroon,2021-12-10 06:41:07,25.648
5FRYD3H93GB237913,E-Series,Ford,2005,Maroon,2021-10-22 15:09:59,79.856
2T3BF4DV7AW745121,Cabriolet,Volkswagen,1990,Orange,2021-07-07 06:14:41,22.301
WAUDH78E16A332371,Savana 3500,GMC,1999,Maroon,2021-07-02 10:47:30,16.808
2C3CDXBG9DH292757,928,Porsche,1986,Goldenrod,2021-07-06 04:41:46,33.108
WBAWR33598P472948,A8,Audi,2004,Indigo,2021-01-23 14:29:04,61.924
SCBLC47J28C640900,2500,Chevrolet,1992,Blue,2021-03-24 22:19:10,27.126
JH4KB16648C201221,Integra,Acura,1994,Goldenrod,2021-03-17 10:24:34,15.66
1FTMF1E84AF188473,Civic,Honda,1998,Yellow,2021-05-05 12:10:38,38.152
4JGCB2FB3AA271914,QX,Infiniti,2006,Indigo,2021-09-30 20:49:05,55.624
3D7TT2HT5AG062317,Caravan,Dodge,2007,Green,2021-07-03 23:42:56,56.422
WAUCFAFR6FA557602,3000GT,Mitsubishi,1993,Teal,2021-12-14 10:01:30,70.084
JH4DC23941S615461,Edge,Ford,2008,Yellow,2021-01-29 08:00:50,51.279
WUADUAFG3BN180731,Frontier,Nissan,2000,Violet,2021-09-01 04:39:16,94.639
3MZBM1K79FM033997,Aerio,Suzuki,2004,Red,2021-08-31 17:24:21,96.472
JTHBB1BA3A2484829,Alero,Oldsmobile,2002,Aquamarine,2021-11-30 22:41:49,66.513
WAUEFBFLXDN249042,Murano,Nissan,2004,Goldenrod,2021-11-05 05:27:04,2.577
1N6AF0KY5FN773982,Expedition EL,Ford,2012,Orange,2021-01-05 05:42:22,43.099
5UXWX9C51D0404916,Expedition,Ford,2010,Teal,2021-02-24 07:21:35,85.891
WBA3V7C57FP860795,Leone,Subaru,1988,Fuscia,2021-09-24 08:16:58,98.227
YV440MBC9F1650770,Mark LT,Lincoln,2007,Teal,2021-07-27 22:27:59,10.811
WAUSH74F58N135477,Ram 2500 Club,Dodge,1996,Turquoise,2021-12-17 07:03:49,
2C3CDXBGXDH814392,Capri,Mercury,1984,Purple,2021-02-27 21:34:02,97.375
WAUSF78K69N216485,MX-5,Mazda,1995,Yellow,2021-02-22 02:08:29,42.264
KNDMG4C73B6207107,Cougar,Mercury,,,2021-07-21 22:58:11,8.444
WAUKH78E18A224276,CR-V,Honda,2004,Khaki,2021-08-31 11:50:46,21.523
KMHHT6KJXFU678433,Taurus,Ford,2001,Orange,2021-06-17 17:08:12,44.857
1N6AA0CA8AN107188,Eclipse,Mitsubishi,1995,Teal,2021-06-07 04:28:17,24.961
WAULV94E39N113883,GS,Lexus,1998,Puce,2021-09-25 14:03:32,63.184
WAULL44E65N798853,M-Class,Mercedes-Benz,,,2021-11-24 14:09:04,76.043
1G6DE8EGXA0303900,Impreza,Subaru,2000,Maroon,2021-10-18 11:23:20,
2FMGK5CC5AB304610,Protege,Mazda,1994,Aquamarine,2021-10-21 23:27:29,
JN8AS5MT0CW645172,3 Series,BMW,2009,Fuscia,2021-05-19 16:21:09,5.871
WAUSF98E57A806820,Sonoma Club Coupe,GMC,1993,Yellow,2021-12-16 22:41:58,90.504
WAUYP64B01N920080,Equator,Suzuki,2011,Teal,2021-12-13 12:18:12,
2G4WY55JX11239266,Integra,Acura,1993,Yellow,2021-11-24 01:11:19,
1C3CDZCB0EN681780,Veracruz,Hyundai,,,2021-10-20 21:11:48,85.455
WAUFFAFL3EA140929,Yukon XL 2500,GMC,2003,Yellow,2021-10-18 01:40:39,3.623
3GTXKYEJ1AG982160,Focus,Ford,2009,Aquamarine,2021-04-21 17:03:48,22.796
JTHDL5EF5F5954143,xB,Scion,2008,Indigo,2021-01-16 17:19:31,
WBADX7C50DJ718240,Swift,Suzuki,1990,Pink,2021-05-24 14:55:06,64.174
YV1672MC9BJ325176,Breeze,Plymouth,1996,Mauv,2021-02-19 03:09:38,8.389
1FTEX1C87AK070848,Galant,Mitsubishi,2005,Green,2021-06-18 18:34:46,62.835
3D7LT2ET8AG937569,LaCrosse,Buick,2010,Fuscia,2021-10-17 15:20:33,14.344
3HGGK5G55FM625265,Avenger,Dodge,,,2021-05-31 03:55:03,
WAUWFBFL0CA052648,600,BMW,1959,Mauv,2021-02-04 22:21:37,
WAUMGBFLXCA937959,SX4,Suzuki,2008,Crimson,2021-12-08 23:55:14,77.04
WAUAF48H79K321584,C30,Volvo,2013,Blue,2021-02-28 20:56:15,
1FTFW1E81AF292749,B-Series,Mazda,1998,Fuscia,2021-09-03 04:08:07,18.624
5N1AN0NWXEN448125,Fusion,Ford,2007,Turquoise,2021-09-15 23:57:01,37.947
1G6DM5ED5B0641679,Scoupe,Hyundai,1992,Turquoise,2021-11-11 11:02:09,
WBAFR9C59BD722202,Bronco II,Ford,1987,Orange,2021-11-02 15:28:35,
1FTMF1CW6AK417843,G,Infiniti,,,2021-06-17 06:56:10,34.02
WAUVT68E62A261255,Bronco,Ford,1987,Red,2021-11-12 00:01:47,58.035
1GYS3DEF5CR928384,Escape,Ford,2008,Teal,2021-05-25 23:10:56,
JTDKDTB3XC1512868,Oasis,Isuzu,,,2021-09-09 17:50:54,
3D7JV1EP5AG068220,Sunfire,Pontiac,2000,Indigo,2021-02-25 01:40:22,41.799
19XFA1F32AE359602,Escalade,Cadillac,2002,Pink,2021-02-01 03:02:24,49.94
1GKUCGEJXAR881097,Accent,Hyundai,1995,Khaki,2021-09-28 07:00:09,84.268
KM8NU4CC2BU163747,Explorer,Ford,1998,Goldenrod,2021-11-21 00:09:20,47.842
1GTN1TEH9EZ830899,Prius,Toyota,2011,Pink,2021-10-23 05:29:42,24.197
1G6KF57912U189927,Journey,Dodge,,,2021-06-27 09:10:21,67.034
1FADP5CU0FL122167,Avanti,Studebaker,1961,Yellow,2021-08-21 22:42:18,
JTHBE5C25A5366012,Yukon,GMC,1995,Fuscia,2021-09-22 10:18:28,87.443
JTMHY7AJ9B4148574,Armada,Nissan,2008,Aquamarine,2021-10-14 22:16:11,5.083
YV4852CT8B1774500,VUE,Saturn,,,2021-05-12 17:05:12,64.042
SCFFDABEXCG664820,Grand Cherokee,Jeep,1997,Teal,2021-08-19 16:58:58,71.695
WAUJF98K09N250283,911,Porsche,1995,Indigo,2021-05-02 00:29:00,52.573
WAUBF78K49N167383,Contour,Ford,2000,Indigo,2021-02-23 08:13:19,
1C4AJWAG2EL416458,Savana 2500,GMC,2008,Mauv,2021-03-24 00:32:06,22.919
JHMZE2H5XES230479,MX-5,Mazda,1990,Puce,2021-08-08 11:21:24,
2T1BU4EE2BC366608,626,Mazda,1996,Violet,2021-06-02 23:27:53,89.766
WBABD33456P016401,F-Series,Ford,1985,Violet,2021-04-25 14:51:55,18.964
5FNRL5H22EB961287,CL-Class,Mercedes-Benz,2000,Crimson,2021-06-02 14:53:33,44.881
SCBCU7ZA8AC116328,3500,GMC,1992,Purple,2021-12-05 22:34:17,
WBAKA4C57CC454640,Ram 3500,Dodge,2005,Indigo,2021-11-29 02:50:05,69.993
1HGCP2E74CA830703,Cabriolet,Audi,1997,Crimson,2021-08-08 03:59:08,
KM8NU4CC4AU273813,Escalade ESV,Cadillac,2010,Red,2021-08-18 01:37:41,9.127
1G6AB5S37E0704533,Continental GTC,Bentley,2007,Aquamarine,2021-09-21 10:17:41,46.184
2D4RN1AG4BR164325,Allante,Cadillac,1993,Yellow,2021-03-07 03:40:36,18.934
JHMZF1D47DS363820,Cutlass,Oldsmobile,1997,Indigo,2021-09-06 04:37:38,
5FNYF3H28AB739645,LX,Lexus,2005,Violet,2021-03-19 00:16:19,
WAUFFAFL4EA314247,2500 Club Coupe,GMC,1994,Maroon,2021-04-03 03:26:40,58.823
3C4PDCAB5FT140772,Tahoe,Chevrolet,2011,Green,2021-07-05 20:08:39,85.155
1GKKRNED5DJ918516,TL,Acura,2000,Blue,2021-04-24 02:08:46,97.249
WBAYP1C56FD013457,Amigo,Isuzu,1992,Orange,2021-03-28 21:41:14,81.398
5BZAF0AA8FN222193,Century,Buick,1998,Yellow,2021-07-23 21:42:12,
WP1AA2AP4AL221072,Land Cruiser,Toyota,1994,Purple,2021-09-28 02:17:29,25.943
1GD01XEG9FZ081964,Entourage,Hyundai,2009,Pink,2021-12-20 00:28:49,22.513
5UMDU93477L468983,Silverado 1500,Chevrolet,2007,Indigo,2021-09-29 14:02:03,73.832
3C4PDCDG4CT824571,Tundra,Toyota,,,2021-06-06 20:52:27,
JA32X2HU3CU420824,164,Alfa Romeo,1993,Yellow,2021-01-04 07:03:40,
1G6KE54Y95U646096,Grand Prix,Pontiac,2007,Maroon,2021-07-12 06:05:08,57.911
4T1BK3DB8CU562172,F350,Ford,,,2021-03-04 17:23:01,85.897
KNAGM4AD0C5763412,Tempest,Pontiac,1965,Orange,2021-04-14 18:15:35,
WBA6B2C50FD339234,Express 3500,Chevrolet,1996,Goldenrod,2021-06-24 13:07:49,
5TDDW5G16FS576113,Grand Cherokee,Jeep,2009,Mauv,2021-11-23 02:40:09,72.248
JM1CW2BLXC0415068,1500 Club Coupe,GMC,1993,Turquoise,2021-12-28 20:46:17,
5GAKVDKD1DJ242539,Astro,Chevrolet,2005,Mauv,2021-08-13 17:25:40,64.231
WDBSK7AA0BF896012,Navajo,Mazda,,,2021-05-08 13:35:24,14.647
WBAAZ33493P465301,Legacy,Subaru,2007,Yellow,2021-12-14 11:05:13,61.115
WBAEV53463K097620,Diamante,Mitsubishi,1992,Red,2021-05-11 13:31:33,
WAUVF78K99A278337,MKZ,Lincoln,2012,Red,2021-06-30 20:53:05,42.57
WAUKGAFB3AN790754,Sierra 1500,GMC,2009,Turquoise,2021-07-23 20:16:57,
WBAVC73568A292656,E-Class,Mercedes-Benz,1994,Khaki,2021-10-31 21:30:15,49.512
5N1AR2MM7EC139997,Rogue,Nissan,2010,Puce,2021-06-07 05:54:14,87.588
5UXFA93514L118306,Corvette,Chevrolet,1957,Green,2021-03-23 19:17:40,
3D7JV1EP7AG078411,RX-8,Mazda,2011,Crimson,2021-11-12 02:32:42,2.651
1C3CDFBB9FD192642,CLS-Class,Mercedes-Benz,2010,Violet,2021-10-13 02:21:51,75.623
1GYEC63T62R334063,Sierra 3500,GMC,2008,Blue,2021-02-23 14:41:07,12.448
WBA3B1C57DF764545,S2000,Honda,2001,Aquamarine,2021-02-03 05:29:29,
JTEBU5JRXF5334339,C-Class,Mercedes-Benz,1996,Crimson,2021-07-10 06:44:19,46.924
KMHHT6KD2EU198072,Silverado,Chevrolet,2002,Orange,2021-09-05 03:39:02,31.155
1N6AA0EJ0FN512496,1500,Chevrolet,1996,Crimson,2021-06-30 21:52:27,27.068
KMHTC6AD0EU621243,Regency,Oldsmobile,1998,Indigo,2021-04-10 07:19:29,62.431
WBANU53508B325467,E-Class,Mercedes-Benz,1995,Pink,2021-09-08 10:08:28,
1GT01ZCG3EF451650,3 Series,BMW,1995,Mauv,2021-10-15 03:20:44,16.824
KMHTC6AD5DU750013,Prius,Toyota,2005,Aquamarine,2021-12-20 09:45:01,69.879
WAU3GAFD9FN281412,6000,Pontiac,1986,Puce,2021-05-28 16:56:06,9.92
JH4KC1F91FC867666,Blazer,Chevrolet,1999,Yellow,2021-06-15 13:09:00,
5FRYD4H43GB699401,Ram 3500,Dodge,2000,Aquamarine,2021-04-02 18:22:09,51.588
TRUUT28N311762728,W201,Mercedes-Benz,1993,Green,2021-08-09 18:12:18,28.628
JH4CL96886C161238,CL-Class,Mercedes-Benz,2007,Crimson,2021-02-05 00:28:26,9.482
4A31K3DT8BE625141,LX,Lexus,1997,Crimson,2021-09-20 02:44:09,19.708
1G6KD57Y58U091389,Impala,Chevrolet,1996,Mauv,2021-11-12 00:05:12,99.448
3N1BC1AP7AL776201,C70,Volvo,2000,Fuscia,2021-11-07 16:48:47,56.668
3GYT4LEFXDG202890,RDX,Acura,2012,Yellow,2021-01-14 21:11:47,58.058
JTDKTUD36DD227347,Windstar,Ford,1996,Teal,2021-10-08 12:13:37,76.585
2C3CDYCJ1EH718748,4000,Audi,1987,Green,2021-05-01 16:35:22,48.074
KMHCT4AE0FU018534,Mazda2,Mazda,2012,Maroon,2021-04-28 20:36:19,
1FTWW3B52AE411601,Sienna,Toyota,2000,Red,2021-02-05 20:17:37,
1C4RDHEG6FC777418,B-Series,Mazda,2004,Goldenrod,2021-02-26 08:45:55,20.86
YV1672MK6B2283101,G-Series 3500,Chevrolet,1998,Indigo,2021-05-28 05:44:46,54.455
KL4CJBSB0EB668410,Golf,Volkswagen,1998,Purple,2021-08-20 17:02:23,
1FMCU0E79AK948810,Town Car,Lincoln,1984,Teal,2021-01-13 08:00:39,93.155
1FMJU1F54AE426515,240SX,Nissan,1992,Violet,2021-08-11 08:12:00,
1C4RJEAG8EC104741,Explorer,Ford,1998,Fuscia,2021-01-09 20:37:42,43.229
5N1AT2MK1FC298144,Blazer,Chevrolet,1999,Mauv,2021-01-20 15:57:00,86.837
5XYKT3A18CG205458,D250 Club,Dodge,,,2021-01-07 04:35:57,4.359
JM3KE2BEXD0813941,Venture,Chevrolet,2000,Indigo,2021-06-23 09:55:20,6.522
SCFEBBAK6DG002572,57,Maybach,2008,Aquamarine,2021-06-10 23:09:48,10.89
WBAYA8C50FG563102,Exige,Lotus,2007,Yellow,2021-11-19 09:07:16,65.63
KL4CJBSB5FB632021,LFA,Lexus,2012,Maroon,2021-12-26 22:01:17,58.825
2T1BU4EE4CC792866,Clubman,MINI,2010,Mauv,2021-03-10 07:03:15,29.938
4JGBB9FB8BA346841,Continental,Bentley,2006,Purple,2021-04-13 09:57:27,50.179
JTDKN3DP4D3748435,Canyon,GMC,2006,Turquoise,2021-06-24 09:37:52,18.726
WDDEJ7EB5CA545041,Grand Vitara,Suzuki,2003,Purple,2021-10-02 07:33:25,
WBAVA33507F963951,Sportvan G20,Chevrolet,1995,Turquoise,2021-05-06 11:44:49,
JN1AZ4EH7DM097585,Continental Mark VII,Lincoln,1987,Green,2021-06-25 13:13:28,
JN8AZ2NC0D9549549,Monte Carlo,Chevrolet,2003,Green,2021-11-21 16:41:00,41.081
YV1902MD4F1397824,Tempo,Ford,1994,Goldenrod,2021-09-25 09:46:09,
JTHBL1EF2D5573430,Montero,Mitsubishi,1992,Khaki,2021-04-22 11:44:17,79.791
3N1AB6AP1BL656844,Voyager,Chrysler,2001,Turquoise,2021-09-17 06:22:32,65.792
KNALN4D7XE5622092,LeSabre,Buick,1988,Goldenrod,2021-10-15 18:10:31,77.988
WBAPK5C57AA183662,Reatta,Buick,,,2021-05-27 17:52:11,
WBAAX13453P099461,Quattro,Audi,1985,Violet,2021-07-01 14:37:21,17.462
1FTMF1CW0AF563406,Civic,Honda,2002,Khaki,2021-02-05 04:05:57,31.608
2G4WD532651678963,Windstar,Ford,1996,Indigo,2021-01-20 07:50:52,
19UUA9F75CA858653,Accord,Honda,2005,Aquamarine,2021-05-10 22:04:58,
5TFCY5F17CX104208,Tahoe,Chevrolet,2009,Teal,2021-11-10 06:28:59,73.235
1G4GD5GD1BF864883,Mighty Max,Mitsubishi,1986,Crimson,2021-10-15 20:18:42,
3C63DPHL8CG242177,Grand Am,Pontiac,1989,Khaki,2021-04-24 01:14:40,
4T1BD1FK3DU008826,Celica,Toyota,1994,Red,2021-05-15 18:34:44,39.168
JTHBL5EF9F1208843,Equinox,Chevrolet,2010,Purple,2021-03-30 16:50:17,
WA1DVAFE4AD202551,Regal,Buick,2001,Fuscia,2021-12-19 03:49:03,62.245
WA1LGBFEXED979382,90,Audi,1993,Red,2021-06-07 10:59:56,40.797
1GYUKCEF6AR171501,A6,Audi,2012,Violet,2021-08-20 07:08:08,84.103
JH4DC548X3S936009,Azera,Hyundai,,,2021-01-09 03:10:47,91.706
2T1KE4EE0BC272191,Intrepid,Dodge,2003,Mauv,2021-02-06 00:24:52,74.44
WBAKB83519C702975,Murciélago,Lamborghini,2002,Turquoise,2021-07-22 14:14:49,76.515
JTHDL5EF6F5307864,RX-8,Mazda,,,2021-10-13 16:47:36,
WAUEV94FX7N695639,Maxima,Nissan,,,2021-05-09 05:02:27,
5BZBF0AA5EN160996,Flex,Ford,2013,Maroon,2021-06-22 03:35:25,37.762
JM3ER2A56B0051403,Camry,Toyota,1999,Teal,2021-08-30 21:09:30,84.345
4T1BD1FK4FU196162,Explorer,Ford,2010,Purple,2021-08-28 08:45:35,
WBAAV33461E540685,Crossfire,Chrysler,,,2021-12-04 13:58:19,36.764
SCFFDABM5DG272322,Karif,Maserati,1990,Goldenrod,2021-08-12 11:48:12,21.836
3VW517AT5FM222427,300,Chrysler,2005,Red,2021-10-31 22:03:34,81.581
SCFEBBACXAG796822,Sparrow,Corbin,1999,Khaki,2021-07-30 12:09:15,49.134
3C63DRBL4CG748979,Sierra,GMC,2008,Violet,2021-11-06 16:58:16,
WAUVT68E24A552094,Challenger,Mitsubishi,1999,Fuscia,2021-04-11 01:56:57,58.784
1GYFC43579R031121,Golf,Volkswagen,,,2021-04-21 02:01:57,77.143
1J4PR4GK2AC005116,Prizm,Geo,1996,Red,2021-03-15 12:28:10,71.171
SALAC2D42CA396248,GTO,Mitsubishi,,,2021-03-31 15:37:29,5.458
WBAEN33435E542160,2500,Chevrolet,1999,Blue,2021-06-01 09:57:13,47.165
WBA4B3C58FD459179,Jimmy,GMC,1994,Yellow,2021-05-22 02:37:51,87.976
WDDHF2EBXDA048585,LS,Lexus,2007,Crimson,2021-10-28 07:43:15,
WAUWFAFL4BA473071,Range Rover,Land Rover,1999,Purple,2021-03-19 12:49:31,88.839
5FRYD4H80FB185376,X-Type,Jaguar,2008,Violet,2021-03-13 01:56:01,
2T1BURHE9EC567399,9000,Saab,1998,Goldenrod,2021-02-09 23:36:18,71.9
1FTSW3B52AE304031,Aurora,Oldsmobile,2002,Crimson,2021-10-26 16:09:48,97.804
3FAHP0HA0AR281042,Crown Victoria,Ford,2005,Puce,2021-09-15 02:41:44,98.024
JTDKDTB30F1087049,Aerostar,Ford,1986,Goldenrod,2021-08-23 21:14:47,65.99
5GAKRBKD9DJ660307,500E,Mercedes-Benz,1993,Fuscia,2021-08-19 23:52:26,92.605
5N1AR2MM7DC414573,Taurus,Ford,2001,Purple,2021-04-05 17:26:55,60.362
KMHEC4A42DA906748,9-3,Saab,2003,Maroon,2021-11-20 14:10:25,62.743
YV4952CF4C1496548,G35,Infiniti,2006,Purple,2021-12-01 10:40:28,99.499
1G6YX36D385827342,Boxster,Porsche,1997,Maroon,2021-02-13 17:46:01,
WAUJC68E83A110031,Tacoma,Toyota,2006,Green,2021-06-28 22:53:10,
1G6EC12912B605041,Genesis,Hyundai,2012,Green,2021-01-06 22:58:37,84.345
1GD02ZCGXBF027516,IS F,Lexus,2009,Violet,2021-12-18 11:21:55,30.985
WA1AV94L47D719327,Mustang,Ford,1990,Purple,2021-08-08 13:37:35,
1GTPCTEX5AZ367809,300ZX,Nissan,1991,Goldenrod,2021-08-04 08:27:04,
3VWJX7AJ9AM151494,9-3,Saab,2005,Violet,2021-10-01 08:36:59,93.07
5GAEV23738J457081,MX-5,Mazda,,,2021-12-06 10:31:19,88.583
1G6DL5ED9B0900936,T100,Toyota,1993,Crimson,2021-12-14 21:24:14,78.27
1D4PU6GX7AW987318,5 Series,BMW,2007,Yellow,2021-08-01 01:59:47,7.412
WBAUT9C52AA014012,Passat,Volkswagen,1990,Orange,2021-06-03 19:32:00,20.702
5TFCW5F16DX339822,Pathfinder,Nissan,2012,Purple,2021-07-10 08:20:41,96.491
SCFAB22371K700610,F150,Ford,2001,Yellow,2021-03-07 07:35:11,
WBALW3C59DC814041,Mazdaspeed 3,Mazda,2007,Violet,2021-08-02 21:34:47,74.688
1C6RD7LP3CS014102,S-Type,Jaguar,2003,Turquoise,2021-01-14 05:04:12,7.454
1G6DJ5EG9A0430017,Touareg,Volkswagen,2004,Orange,2021-05-11 06:34:09,38.876
TRUB3AFKXC1343109,Prizm,Chevrolet,1999,Goldenrod,2021-01-31 04:09:14,40.491
WAUSF98K89A720426,Sentra,Nissan,1994,Khaki,2021-11-05 06:11:36,89.856
2HNYD18252H386118,Concorde,Chrysler,2003,Fuscia,2021-10-02 22:07:21,55.13
1GYS4AEF5DR386586,Breeze,Plymouth,1997,Purple,2021-06-14 22:22:16,
3N1AB7AP1FL346978,Supra,Toyota,1993,Turquoise,2021-01-22 07:34:15,37.13
1D7RV1GT5AS658858,Mark VIII,Lincoln,,,2021-04-02 06:00:27,
1FTNF1E80AK981653,Forester,Subaru,2002,Crimson,2021-06-22 13:25:54,61.832
WBANN73577C361223,Veyron,Bugatti,2009,Purple,2021-09-27 03:49:20,24.47
WVGEF9BP7ED665525,Ram 1500,Dodge,2002,Maroon,2021-03-30 07:12:39,42.011
2T2BK1BAXCC959796,Milan,Mercury,,,2021-04-07 15:44:30,
